State;Crop;District;Year;Year Min;Season;Area (Hectares);Production (Tonnes);Yield (Tonnes/Hectare);Sale price (USD/Tonnes);Sale price (USD/Tonnes)
Madhya Pradesh;Sunflower;BALAGHAT; 2011-12;2011;Whole Year ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BALAGHAT; 2012-13;2012;Whole Year ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BALAGHAT; 2013-14;2013;Whole Year ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BARWANI; 1999-00;1999;Kharif     ;26;6;0,230769231;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BARWANI; 2000-01;2000;Kharif     ;137;46;0,335766423;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BARWANI; 2004-05;2004;Kharif     ;3;1;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BARWANI; 2005-06;2005;Kharif     ;7;1;0,142857143;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BARWANI; 2006-07;2006;Kharif     ;9;2;0,222222222;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BARWANI; 2007-08;2007;Whole Year ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BARWANI; 2008-09;2008;Kharif     ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BARWANI; 2010-11;2010;Kharif     ;7;1;0,142857143;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BARWANI; 2012-13;2012;Whole Year ;3;1;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BASTAR; 1999-00;1999;Kharif     ;30;8;0,266666667;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 1997-98;1997;Kharif     ;700;100;0,142857143;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 1998-99;1998;Kharif     ;1600;300;0,1875;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 1999-00;1999;Kharif     ;550;168;0,305454545;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2000-01;2000;Kharif     ;71;17;0,23943662;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2001-02;2001;Kharif     ;484;132;0,272727273;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2002-03;2002;Kharif     ;519;150;0,289017341;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2003-04;2003;Kharif     ;293;97;0,33105802;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2004-05;2004;Kharif     ;333;107;0,321321321;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2005-06;2005;Kharif     ;188;60;0,319148936;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2006-07;2006;Kharif     ;186;63;0,338709677;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2007-08;2007;Whole Year ;25;9;0,36;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2008-09;2008;Kharif     ;26;10;0,384615385;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BETUL; 2009-10;2009;Whole Year ;48;18;0,375;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BHOPAL; 1999-00;1999;Kharif     ;7;3;0,428571429;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BILASPUR; 1999-00;1999;Kharif     ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BURHANPUR; 2003-04;2003;Kharif     ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BURHANPUR; 2004-05;2004;Kharif     ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BURHANPUR; 2005-06;2005;Kharif     ;6;2;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BURHANPUR; 2006-07;2006;Kharif     ;4;2;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BURHANPUR; 2007-08;2007;Whole Year ;5;2;0,4;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BURHANPUR; 2008-09;2008;Kharif     ;4;2;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BURHANPUR; 2013-14;2013;Whole Year ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;BURHANPUR; 2017-18;2017;Rabi       ;2100;2100;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 1997-98;1997;Kharif     ;500;300;0,6;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 1998-99;1998;Kharif     ;500;200;0,4;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 1999-00;1999;Kharif     ;160;72;0,45;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2000-01;2000;Kharif     ;63;24;0,380952381;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2001-02;2001;Kharif     ;93;41;0,440860215;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2002-03;2002;Kharif     ;54;16;0,296296296;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2003-04;2003;Kharif     ;65;31;0,476923077;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2004-05;2004;Kharif     ;80;44;0,55;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2005-06;2005;Kharif     ;87;48;0,551724138;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2006-07;2006;Kharif     ;24;12;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2007-08;2007;Whole Year ;4;2;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2008-09;2008;Kharif     ;58;30;0,517241379;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2009-10;2009;Whole Year ;34;18;0,529411765;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2010-11;2010;Kharif     ;15;8;0,533333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2011-12;2011;Whole Year ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2012-13;2012;Whole Year ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;CHHINDWARA; 2016-17;2016;Rabi       ;350;350;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DAMOH; 1998-99;1998;Kharif     ;100;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DAMOH; 1999-00;1999;Kharif     ;61;14;0,229508197;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DAMOH; 2000-01;2000;Kharif     ;31;12;0,387096774;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DAMOH; 2002-03;2002;Kharif     ;2;0,01;0,005;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DAMOH; 2004-05;2004;Kharif     ;3;1;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DAMOH; 2006-07;2006;Kharif     ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DAMOH; 2016-17;2016;Rabi       ;200;200;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DANTEWADA; 1999-00;1999;Kharif     ;9;2;0,222222222;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DATIA; 2004-05;2004;Kharif     ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DATIA; 2007-08;2007;Whole Year ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 1999-00;1999;Kharif     ;10;3;0,3;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 2000-01;2000;Kharif     ;34;10;0,294117647;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 2001-02;2001;Kharif     ;14;3;0,214285714;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 2002-03;2002;Kharif     ;18;5;0,277777778;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 2003-04;2003;Kharif     ;16;5;0,3125;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 2004-05;2004;Kharif     ;18;4;0,222222222;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 2005-06;2005;Kharif     ;8;3;0,375;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 2006-07;2006;Kharif     ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 2007-08;2007;Whole Year ;10;3;0,3;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DEWAS; 2008-09;2008;Kharif     ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DHAMTARI; 1999-00;1999;Kharif     ;12;5;0,416666667;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DHAR; 2004-05;2004;Kharif     ;9;2;0,222222222;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DHAR; 2007-08;2007;Whole Year ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DURG; 1998-99;1998;Kharif     ;200;100;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;DURG; 1999-00;1999;Kharif     ;596;353;0,592281879;757,5585333;757,5585333
Madhya Pradesh;Sunflower;GUNA; 1997-98;1997;Kharif     ;100;100;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;GUNA; 1999-00;1999;Kharif     ;1;1;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;GUNA; 2003-04;2003;Kharif     ;15;9;0,6;757,5585333;757,5585333
Madhya Pradesh;Sunflower;GUNA; 2012-13;2012;Whole Year ;3;3;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;HARDA; 1999-00;1999;Kharif     ;14;6;0,428571429;757,5585333;757,5585333
Madhya Pradesh;Sunflower;HARDA; 2002-03;2002;Kharif     ;22;10;0,454545455;757,5585333;757,5585333
Madhya Pradesh;Sunflower;HARDA; 2003-04;2003;Kharif     ;22;10;0,454545455;757,5585333;757,5585333
Madhya Pradesh;Sunflower;HARDA; 2016-17;2016;Rabi       ;50;50;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;HOSHANGABAD; 2003-04;2003;Kharif     ;15;7;0,466666667;757,5585333;757,5585333
Madhya Pradesh;Sunflower;HOSHANGABAD; 2006-07;2006;Kharif     ;42;23;0,547619048;757,5585333;757,5585333
Madhya Pradesh;Sunflower;HOSHANGABAD; 2007-08;2007;Whole Year ;57;32;0,561403509;757,5585333;757,5585333
Madhya Pradesh;Sunflower;HOSHANGABAD; 2015-16;2015;Rabi       ;1000;1000;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;HOSHANGABAD; 2016-17;2016;Rabi       ;100;100;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;INDORE; 2000-01;2000;Kharif     ;27;9;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;INDORE; 2001-02;2001;Kharif     ;16;5;0,3125;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 1997-98;1997;Kharif     ;2900;700;0,24137931;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 1998-99;1998;Kharif     ;2400;600;0,25;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 1999-00;1999;Kharif     ;3928;1141;0,290478615;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 2000-01;2000;Kharif     ;1681;448;0,266508031;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 2001-02;2001;Kharif     ;300;97;0,323333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 2002-03;2002;Kharif     ;382;52;0,136125654;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 2003-04;2003;Kharif     ;110;39;0,354545455;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 2004-05;2004;Kharif     ;210;79;0,376190476;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 2005-06;2005;Kharif     ;151;60;0,397350993;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 2006-07;2006;Kharif     ;176;49;0,278409091;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 2007-08;2007;Whole Year ;60;17;0,283333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JABALPUR; 2008-09;2008;Kharif     ;50;14;0,28;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JANJGIR-CHAMPA; 1999-00;1999;Kharif     ;28;15;0,535714286;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JHABUA; 2001-02;2001;Kharif     ;1;0,01;0,01;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JHABUA; 2002-03;2002;Kharif     ;3;1;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JHABUA; 2003-04;2003;Kharif     ;5;1;0,2;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JHABUA; 2004-05;2004;Kharif     ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;JHABUA; 2007-08;2007;Whole Year ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KANKER; 1999-00;1999;Kharif     ;26;7;0,269230769;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KATNI; 2010-11;2010;Kharif     ;4;1;0,25;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KATNI; 2016-17;2016;Rabi       ;50;50;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 1998-99;1998;Kharif     ;100;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 1999-00;1999;Kharif     ;79;24;0,303797468;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2000-01;2000;Kharif     ;71;17;0,23943662;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2001-02;2001;Kharif     ;67;22;0,328358209;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2002-03;2002;Kharif     ;184;56;0,304347826;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2003-04;2003;Kharif     ;47;16;0,340425532;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2004-05;2004;Kharif     ;36;12;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2005-06;2005;Kharif     ;48;16;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2006-07;2006;Kharif     ;66;24;0,363636364;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2007-08;2007;Whole Year ;89;41;0,460674157;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2008-09;2008;Kharif     ;56;22;0,392857143;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2009-10;2009;Whole Year ;25;9;0,36;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2010-11;2010;Kharif     ;11;4;0,363636364;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2011-12;2011;Whole Year ;15;5;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2012-13;2012;Whole Year ;9;3;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHANDWA; 2013-14;2013;Whole Year ;43;16;0,372093023;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHARGONE; 1999-00;1999;Kharif     ;86;28;0,325581395;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHARGONE; 2000-01;2000;Kharif     ;17;6;0,352941176;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHARGONE; 2001-02;2001;Kharif     ;16;5;0,3125;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHARGONE; 2002-03;2002;Kharif     ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHARGONE; 2003-04;2003;Kharif     ;1;0;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHARGONE; 2004-05;2004;Kharif     ;2;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHARGONE; 2005-06;2005;Kharif     ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHARGONE; 2008-09;2008;Kharif     ;4;2;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;KHARGONE; 2009-10;2009;Whole Year ;7;3;0,428571429;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MAHASAMUND; 1998-99;1998;Kharif     ;100;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MAHASAMUND; 1999-00;1999;Kharif     ;59;32;0,542372881;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDLA; 2016-17;2016;Rabi       ;50;50;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 1997-98;1997;Kharif     ;1300;400;0,307692308;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 1998-99;1998;Kharif     ;600;200;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 1999-00;1999;Kharif     ;563;219;0,388987567;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 2000-01;2000;Kharif     ;82;21;0,256097561;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 2001-02;2001;Kharif     ;141;43;0,304964539;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 2002-03;2002;Kharif     ;74;18;0,243243243;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 2003-04;2003;Kharif     ;14;4;0,285714286;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 2005-06;2005;Kharif     ;3;1;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 2006-07;2006;Kharif     ;19;7;0,368421053;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 2007-08;2007;Whole Year ;4;2;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;MANDSAUR; 2009-10;2009;Whole Year ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 1997-98;1997;Kharif     ;700;500;0,714285714;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 1998-99;1998;Kharif     ;800;500;0,625;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 1999-00;1999;Kharif     ;856;569;0,664719626;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2000-01;2000;Kharif     ;634;428;0,675078864;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2001-02;2001;Kharif     ;580;453;0,781034483;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2002-03;2002;Kharif     ;816;559;0,68504902;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2003-04;2003;Kharif     ;1118;765;0,684257603;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2004-05;2004;Kharif     ;849;581;0,684334511;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2005-06;2005;Kharif     ;500;355;0,71;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2006-07;2006;Kharif     ;232;162;0,698275862;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2007-08;2007;Whole Year ;239;167;0,69874477;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2008-09;2008;Kharif     ;98;69;0,704081633;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2009-10;2009;Whole Year ;50;33;0,66;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2010-11;2010;Kharif     ;31;20;0,64516129;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2011-12;2011;Whole Year ;37;22;0,594594595;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2012-13;2012;Whole Year ;29;29;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2013-14;2013;Whole Year ;23;13;0,565217391;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NARSINGHPUR; 2016-17;2016;Rabi       ;350;350;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NEEMUCH; 2000-01;2000;Kharif     ;1;0,1;0,1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NEEMUCH; 2002-03;2002;Kharif     ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NEEMUCH; 2004-05;2004;Kharif     ;6;2;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;NEEMUCH; 2005-06;2005;Kharif     ;3;1;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAIPUR; 1997-98;1997;Kharif     ;200;100;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAIPUR; 1998-99;1998;Kharif     ;200;100;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAIPUR; 1999-00;1999;Kharif     ;218;85;0,389908257;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAISEN; 2002-03;2002;Kharif     ;1;0,01;0,01;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 1997-98;1997;Kharif     ;700;200;0,285714286;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 1998-99;1998;Kharif     ;100;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 1999-00;1999;Kharif     ;220;46;0,209090909;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 2000-01;2000;Kharif     ;89;12;0,134831461;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 2001-02;2001;Kharif     ;59;10;0,169491525;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 2002-03;2002;Kharif     ;44;4;0,090909091;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 2003-04;2003;Kharif     ;24;7;0,291666667;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 2004-05;2004;Kharif     ;53;16;0,301886792;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 2005-06;2005;Kharif     ;15;4;0,266666667;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJGARH; 2006-07;2006;Kharif     ;3;1;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJNANDGAON; 1997-98;1997;Kharif     ;300;100;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJNANDGAON; 1998-99;1998;Kharif     ;200;100;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RAJNANDGAON; 1999-00;1999;Kharif     ;288;275;0,954861111;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RATLAM; 1999-00;1999;Kharif     ;3;1;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RATLAM; 2001-02;2001;Kharif     ;8;2;0,25;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RATLAM; 2003-04;2003;Kharif     ;5;2;0,4;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RATLAM; 2004-05;2004;Kharif     ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;RATLAM; 2005-06;2005;Kharif     ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;REWA; 2003-04;2003;Kharif     ;10;3;0,3;757,5585333;757,5585333
Madhya Pradesh;Sunflower;REWA; 2004-05;2004;Kharif     ;2;1;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;REWA; 2005-06;2005;Kharif     ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;REWA; 2017-18;2017;Kharif     ;780;310;0,397435897;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SAGAR; 1999-00;1999;Kharif     ;10;5;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SAGAR; 2000-01;2000;Kharif     ;3;1;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SAGAR; 2001-02;2001;Kharif     ;12;6;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SAGAR; 2002-03;2002;Kharif     ;9;4;0,444444444;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SAGAR; 2003-04;2003;Kharif     ;5;2;0,4;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SAGAR; 2004-05;2004;Kharif     ;57;28;0,49122807;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SAGAR; 2005-06;2005;Kharif     ;8;4;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SAGAR; 2016-17;2016;Rabi       ;50;50;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SAGAR; 2017-18;2017;Kharif     ;240;200;0,833333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SATNA; 2009-10;2009;Whole Year ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEHORE; 1999-00;1999;Kharif     ;17;6;0,352941176;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 1997-98;1997;Kharif     ;200;100;0,5;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 1998-99;1998;Kharif     ;300;100;0,333333333;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 1999-00;1999;Kharif     ;34;8;0,235294118;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 2000-01;2000;Kharif     ;10;2;0,2;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 2001-02;2001;Kharif     ;13;5;0,384615385;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 2003-04;2003;Kharif     ;5;1;0,2;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 2005-06;2005;Kharif     ;8;2;0,25;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 2006-07;2006;Kharif     ;1;;0;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 2007-08;2007;Whole Year ;4;1;0,25;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 2013-14;2013;Whole Year ;4;3;0,75;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SEONI; 2016-17;2016;Rabi       ;100;100;1;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SHAHDOL; 1999-00;1999;Kharif     ;42;13;0,30952381;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SHAHDOL; 2000-01;2000;Kharif     ;8;2;0,25;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SHAHDOL; 2001-02;2001;Kharif     ;99;45;0,454545455;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SHAHDOL; 2002-03;2002;Kharif     ;94;23;0,244680851;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SHAHDOL; 2003-04;2003;Kharif     ;37;10;0,27027027;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SHAJAPUR; 1997-98;1997;Kharif     ;1400;400;0,285714286;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SHAJAPUR; 1998-99;1998;Kharif     ;800;300;0,375;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SHAJAPUR; 1999-00;1999;Kharif     ;354;185;0,52259887;757,5585333;757,5585333
Madhya Pradesh;Sunflower;SHAJAPUR; 2000-01;2000;Kharif     ;174;60;0,344827586;757,5585333;757,5585333
